TotalDisplacement 33417369
MaxDisplacement 7430
NumCells 44811
c34536 35904 46144
c27637 36366 17920
c9065 36432 26488
c34621 35706 13888
c25156 36630 -13832
c31401 36498 21952
c32445 34980 -56168
c28211 36102 35056
c42480 39336 10864
c5741 35706 -38024
c31340 35904 36568
c10636 37224 -39032
c29887 35970 23968
c36026 36234 -45584
c3368 34848 -22400
c11933 36300 3808
c41525 36762 37072
c26965 35970 38584
c12951 36696 5320
c21942 35112 40096
c11568 36894 6328
c17009 35442 17416
c38079 35904 -728
c6602 36168 -55160
c13431 32736 -42560
c31672 36234 25480
c21735 35706 -19880
c24677 36498 26992
c36841 35706 -24416
c20914 34056 3304
c9438 35112 39592
c9398 36234 -1232
c98 34716 10360
c14781 36234 38584
c22377 36762 -14336
c9733 36564 26488
c27366 36894 -14336
c14683 36234 -13328
c39061 36300 -1736
c1442 36036 -17360
c31850 34914 28000
c2653 35970 -27440
c37909 35508 8848
c16208 35442 8344
c22012 35244 34048
c17937 36960 -12824
c26369 35838 15400
c19304 36102 28504
c7533 35970 20944
c2307 37224 -20888
c10654 35640 19432
c18377 36036 -10304
c44015 36036 -2240
c38106 36036 -42056
c24258 36366 15400
c25263 35970 -19880
c22368 36102 -5264
c2334 36432 -56168
c26258 35970 -28448
c925 36102 11368
c6692 35112 10360
c7429 36234 4312
c26564 36102 31024
c5691 36432 3808
c28953 36168 19432
c33774 36300 36568
c18944 35970 -40040
c17926 37488 -39032
c37981 37752 -17864
c11076 36036 27496
c20485 35640 8848
c37720 33000 9856
c14517 35508 9352
c28172 33396 9856
c42971 35442 28000
c44704 36234 1792
c25999 36102 13384
c38555 36498 -33992
c18666 36630 -13328
c34944 36234 36064
c37391 36630 21952
c29931 35046 7840
c30485 36234 11368
c19061 35640 9352
c1520 36102 -45080
c20370 35310 -51128
c36298 36102 16408
c30371 35508 34048
c43312 34188 16912
c40548 36102 18424
c22580 36894 38080
c17424 36234 -23912
c14452 36498 -22904
c30503 36036 -39536
c11410 36828 26488
c14216 36168 29512
c26524 35838 8344
c15869 36564 -47600
c39876 35508 12376
c15614 36366 20944
c5821 36036 8848
c8473 35310 7840
c23342 35970 13888
c30467 36630 -24416
c32666 35640 -11312
c5517 37422 -23912
c7416 33924 -50624
c35861 36762 26992
c9540 36432 19432
c17646 37224 -11816
c22214 36036 -51632
c24991 36234 37576
c39455 36036 -41048
c39752 36102 8344
c24551 35640 40096
c26044 36498 -36512
c4433 35178 11872
c7749 36696 19432
c16033 36432 30520
c26971 36828 -1736
c40949 36366 38584
c43440 36300 -728
c20931 35508 10360
c39237 34320 -10808
c2339 36564 -21896
c10283 33792 9856
c22369 36300 -37016
c26687 37092 26488
c39841 36498 25984
c26886 36168 8848
c11352 37224 26488
c7634 34848 -24920
c29670 36498 7336
c23304 35772 -24920
c33619 37356 -12824
c12152 36762 -13832
c3185 35772 33040
c20070 36498 8344
c13787 36300 -6776
c28644 37158 38080
c22120 36366 -31472
c34882 36498 25480
c35605 35772 -49112
c34040 37488 -11816
c2102 35904 10360
c18431 34452 3304
c35560 36828 27496
c2532 34188 9856
c36755 35046 39088
c29686 37026 -13328
c208 36036 -38528
c9552 36168 41104
c28150 34848 2800
c43895 36762 35560
c17891 34452 -33488
c18158 35772 -11312
c25233 36366 -40040
c2001 36102 -38024
c28000 37620 -12824
c4756 36366 13384
c1346 36036 29008
c19422 36762 25984
c30960 36894 21952
c35687 36894 -31472
c39284 35574 7840
c43826 36894 13888
c4498 38346 -23408
c27428 35244 2800
c33257 35970 7840
c40936 36300 -17360
c40806 36168 32536
c40515 36234 -27440
c18347 36036 9352
c9787 36630 -26936
c19285 36828 19936
c23258 37026 -8792
c29363 36432 32536
c19912 36366 -19880
c36030 36300 29512
c11297 36762 25480
c32440 36696 -24920
c738 36036 -3248
c35225 36366 6832
c32297 36564 8848
c24628 36168 -39536
c18056 36696 8848
c23865 36696 40600
c7212 37158 -14336
c25409 37158 6328
c18153 37554 -26432
c14506 36894 -26936
c7353 37752 -11816
c4890 36630 15400
c22099 36366 30016
c10633 36366 4312
c37417 36102 14896
c38418 36630 20944
c18406 36300 14392
c41936 35772 12376
c36179 36366 7840
c11326 36894 7336
c19275 36696 -54656
c38239 36960 19936
c36490 36432 -15344
c25848 34452 9856
c10761 37224 -27944
c24002 34584 -10808
c5560 37158 7336
c31998 37488 -27944
c26677 36762 -19880
c18970 36498 15904
c7887 36894 8344
c33315 35970 -25424
c35468 37884 -12824
c5568 35904 -6272
c32244 37224 22456
c39207 36696 14392
c14022 34848 3304
c23415 36762 58240
c4914 37554 7336
c43808 36630 -30464
c33086 36234 -25424
c8890 36168 41608
c2878 35112 -22400
c18401 36168 9352
c15516 36762 7840
c39552 36366 17416
c22874 35904 -53648
c39779 36498 53704
c44672 36630 -36512
c18048 36960 -12320
c35512 37884 -39032
c32808 35376 34552
c34025 36828 5320
c44371 36432 -39536
c32155 36102 11872
c40691 35904 -49616
c6910 36564 -6776
c5630 34716 9856
c36879 36498 6832
c29333 36696 41104
c30376 35112 9856
c25344 35904 12880
c26830 37554 -24416
c29341 36564 -39536
c11349 36168 40096
c30267 37026 8344
c5849 36564 9352
c1289 37752 -25928
c20209 36432 -55664
c39185 36564 -6272
c26233 35838 28000
c16586 36498 11872
c30572 36564 -41048
c40241 36630 -40040
c43651 35970 2296
c2509 35508 9856
c18467 37026 18928
c29895 36696 2800
c38426 35508 -48608
c5700 36036 33040
c30367 36696 40096
c44432 36564 57736
c4326 35310 57232
c23065 35904 -11312
c7160 35640 21448
c16237 36234 28000
c32272 39732 10864
c77 36432 55216
c19985 37356 -8288
c44150 36894 53704
c2304 36432 33040
c9984 35574 39088
c35421 37158 -31472
c43470 36960 9352
c8980 36894 20440
c1714 35904 34048
c29749 37488 26488
c23517 33132 -42560
c30627 37290 -20384
c31098 35838 -2744
c29681 36630 30016
c14590 37224 -30968
c33031 36300 10360
c38652 36828 -47600
c35566 38148 -39032
c26488 35442 33544
c26298 37158 13888
c12719 36696 41608
c1357 36960 14392
c34788 36960 8848
c21503 37356 9352
c28996 37818 7336
c41744 36762 -31976
c44289 36630 16408
c29335 37092 12880
c34695 36168 -50120
c20091 37026 -31976
c21926 36696 -6272
c26248 37158 7840
c41654 36630 17416
c14920 37422 8344
c22586 35904 39592
c13254 36168 -11312
c44067 36828 3808
c28721 37950 7336
c11254 36762 57232
c6724 34848 -46592
c44762 37488 8848
c42398 37620 9352
c42338 36960 12376
c17119 38082 21952
c33998 34320 16912
c602 35904 9856
c1122 36564 -37016
c8070 36564 -37520
c6681 34980 -10808
c35420 36300 34048
c8051 36630 36064
c39645 35640 -10808
c12516 36630 28000
c17703 35640 -48608
c36918 37422 7840
c44281 36630 36568
c21131 36762 -40040
c27339 37158 11368
c24631 37620 -24920
c22695 37686 11872
c11613 37158 25984
c10767 38016 9352
c5657 38148 9352
c33183 36432 -11312
c23678 37422 2296
c25029 36696 32536
c24153 36828 -728
c17853 37752 27496
c703 37092 -41048
c26823 36894 28000
c16589 37158 36568
c518 37422 -31976
c31306 34584 16912
c1409 36828 1288
c5073 36300 34552
c35247 36564 34048
c42874 36630 -32480
c10557 36828 21448
c4125 37026 28000
c32366 35112 3304
c38750 37818 11872
c38333 37158 20440
c1379 37686 -20384
c24030 36498 35056
c12590 36696 -1232
c38538 36036 -29456
c37414 35838 56728
c42227 37026 15400
c18087 36036 32032
c14069 36564 29512
c1273 37290 37072
c23901 37026 36064
c3370 35706 33544
c28625 35904 -10808
c40602 37224 41104
c41865 37554 7840
c40939 36894 26992
c12076 36828 -5264
c18629 38610 -23408
c8261 36828 -28952
c29867 37488 -30968
c17901 37356 12376
c3188 37620 12880
c36058 36300 29008
c1082 37554 18928
c22603 35508 -3752
c28419 36894 -36008
c19032 33396 -42560
c12848 37422 20440
c29779 36762 35056
c44298 36894 -17360
c35901 36300 -10808
c19297 36696 -44072
c1707 37290 -25424
c29179 36960 32536
c35174 36894 25480
c40950 37224 32536
c43567 36564 -15848
c31586 33660 -42560
c14265 36102 33544
c36437 37026 -40040
c3569 34848 16912
c7175 37026 -16856
c43200 36828 -15848
c5040 36696 22960
c42667 37554 14896
c28103 37158 -40544
c35584 40128 10864
c44273 36960 -21896
c43697 36828 34048
c26546 36564 -54152
c29815 36168 -3248
c26550 36960 -10304
c22113 37356 -53648
c29198 36960 -21392
c42850 36762 38584
c8143 37224 41608
c31368 36960 -37520
c39187 38214 57232
c31680 36960 -6776
c40344 37026 -28448
c23370 37554 -25424
c41189 37950 8344
c231 38214 58240
c43146 38082 7336
c35198 36168 -38528
c34241 37620 5824
c15283 38214 7336
c19027 37158 15400
c11841 37884 -24920
c33939 35508 3304
c26196 37092 -37016
c40942 37224 40600
c7361 37356 14392
c32094 38148 8848
c43040 37884 12376
c29760 37026 -26936
c4053 36366 23968
c10382 36366 -38024
c16738 37092 -47600
c29741 36960 -1232
c21310 35640 -33488
c7076 36432 -53144
c10200 36960 30520
c6440 36432 32032
c24229 37488 32536
c36773 36960 22960
c32799 36696 -32984
c23600 37950 7840
c20158 35244 16912
c38449 37092 30520
c41743 37488 40600
c4847 38610 -23912
c9348 37752 41104
c26469 37290 18424
c40213 37092 37576
c42177 37224 19432
c19729 37092 -7280
c12411 37224 40096
c30607 37752 -28952
c40141 37158 -26936
c38772 37224 3808
c32840 37356 -37520
c35232 35244 42112
c34212 37290 13888
c866 37884 26488
c38382 37092 1288
c32522 36762 -38024
c15529 38874 -23408
c1023 37554 25984
c34610 37092 -728
c25597 38478 -24416
c7139 37158 -17360
c38013 38016 41104
c36126 36432 39592
c24784 38148 -24920
c17906 35772 16912
c15581 37818 -13832
c33341 37224 -21392
c31942 36564 34552
c12047 37026 35056
c6401 38412 -39032
c32229 36762 23464
c32420 36036 16912
c16407 37026 20944
c34131 36300 -224
c19998 37224 -15848
c22843 37620 -55160
c27336 37686 25984
c3024 36498 33544
c38146 36432 -224
c11587 37290 53704
c812 34452 -46088
c4563 38346 21952
c8921 37818 17416
c20916 36960 -39536
c13670 36828 34552
c28186 37290 -27440
c17825 37686 -32480
c42355 37290 56728
c12290 37290 25480
c36551 38148 26488
c41928 36762 31024
c26159 37224 34552
c30585 37092 34048
c29282 38016 27496
c36313 36300 -29456
c23877 37554 -40544
c8709 36960 39592
c37855 37290 -43568
c24044 37356 19936
c14465 35112 -50624
c11849 37950 25984
c16320 36630 280
c20805 36696 55216
c34067 37950 -25424
c16935 36894 6832
c27299 37422 -40040
c43070 38412 -24920
c30072 36828 -224
c4781 35772 3304
c4883 37356 -15848
c220 37224 -224
c2714 37224 13384
c20501 37158 -10304
c18199 36762 -33992
c21657 37290 35056
c26805 36762 33544
c19379 37422 28000
c4612 37158 -38024
c19227 37026 -48104
c34620 37356 -38528
c30838 37290 -16856
c36995 37620 40096
c41435 37158 -33992
c29268 37422 -16352
c36079 35508 42112
c25401 36762 39088
c2115 37224 -21896
c5850 36300 -3248
c44512 40260 10864
c24083 37290 -14336
c16985 38082 8344
c22153 37026 280
c24792 37158 280
c34598 38346 -25424
c13231 36300 28504
c11859 37290 -48104
c24041 37290 15400
c13502 37884 -56168
c38420 37686 15904
c30220 36168 -33488
c10980 36960 54712
c25981 37554 17920
c23105 37488 3808
c5688 36630 -58688
c34765 36696 49672
c19507 37026 4312
c18927 37620 -37520
c6443 37422 -22904
c25116 37488 34048
c42602 37224 -728
c16360 39006 -23912
c44065 37950 17416
c9674 37422 -26936
c13957 39138 -23408
c3690 37290 26992
c22972 37356 33040
c23279 36036 -22400
c21760 36102 -2744
c28308 36960 49672
c2060 37158 -15344
c25126 36564 -3752
c21557 38148 27496
c2377 36762 55720
c22488 37422 54208
c17235 37422 -18872
c35631 36828 -4256
c35293 37686 20944
c43195 37356 -728
c38896 38214 17416
c19375 38874 -24416
c37914 38412 26488
c30644 37554 -38024
c26839 36564 16912
c11227 38148 12376
c2516 37950 28000
c5775 37092 -49616
c18921 38610 -26432
c666 37620 3808
c21929 36498 -51128
c23346 37554 35056
c42172 37884 34048
c3062 37950 35056
c1581 37158 33544
c7007 36762 -51128
c15636 37620 -21392
c34740 37950 18928
c24160 37950 20944
c41715 37026 6832
c17350 37620 -38528
c24039 37752 3808
c12349 37950 -38024
c25786 37488 -21896
c24120 38214 -38024
c36134 37356 -3248
c25327 37884 -55664
c28094 37554 18424
c10749 36564 29008
c39519 37422 -19376
c10587 37422 1792
c42791 37422 35560
c24010 37554 1792
c33938 37356 -37016
c21943 37554 26992
c44445 38016 34048
c14227 37620 19432
c683 37554 25480
c29941 37488 30520
c14855 36960 30016
c24475 37356 -47096
c10796 38016 -54152
c16552 37752 -37016
c41430 37554 1288
c25160 37422 -5264
c21591 36300 3304
c33992 36762 -2744
c6470 37620 -15848
c19551 37026 -51128
c16789 37818 56728
c32509 37818 33544
c26790 37290 -8792
c24980 37224 -3752
c31822 38874 -26432
c43068 37884 22960
c40620 36960 31528
c18749 37356 -50120
c4661 37752 33040
c10998 37686 -5264
c37994 36828 -6272
c11779 37158 23464
c38562 37554 35560
c13076 37422 -5768
c24254 38148 -39536
c36131 37290 6832
c26117 38280 -39536
c20075 38346 7336
c32792 37686 -5768
c8713 38808 -24920
c5485 37818 -48104
c5767 37818 -40040
c26842 34584 -56672
c22033 37356 -1736
c22305 39204 22456
c23357 37488 -4256
c39986 38478 -38024
c43696 38808 -38528
c44643 36564 10360
c3163 38412 -27944
c38737 37554 280
c3755 38808 26488
c4068 37422 37576
c44559 38214 -27440
c30051 37026 -2744
c12688 37686 36064
c15603 38016 3808
c567 38808 -25928
c2688 38148 -3248
c30301 37686 -14336
c17609 37422 11368
c14739 37422 -33992
c7473 38412 34048
c9173 37290 4312
c36137 37092 -6272
c44007 37752 32536
c14131 38874 -38024
c44573 37290 -51128
c41474 38610 7336
c42343 37554 6832
c38393 37554 23968
c40622 37686 -15344
c6055 37686 13888
c22049 37356 42616
c25573 37686 1792
c21666 37620 -8288
c7308 38346 28000
c6902 37686 -16856
c43967 34320 -58184
c43317 36564 28504
c37707 37224 -1232
c14492 37356 -6272
c23459 37884 -8288
c26637 38148 55216
c17457 36828 -48608
c33400 36960 29008
c20908 36960 -49112
c31931 37752 40600
c12003 37290 -2744
c44641 37224 48664
c25849 36828 10360
c36843 38412 22960
c40653 38544 -50120
c17070 37884 -1736
c26800 39600 22456
c40651 36432 -33488
c21146 38346 35056
c32964 38148 12880
c4252 37752 17920
c11618 36696 28504
c13347 37092 28504
c39624 37356 32032
c20351 37554 -2744
c40413 38148 34552
c32387 37686 6832
c24295 37356 29008
c1256 37818 -36512
c8848 37290 49168
c32014 36828 16912
c34721 37818 -26936
c12036 37818 15904
c14004 38082 33544
c34352 37224 -51632
c17811 37026 -2240
c41032 37818 4312
c8881 37818 18424
c23868 37158 39088
c22122 37224 39592
c33187 37818 1792
c25584 37686 49168
c36206 37818 -40544
c31756 36696 -34496
c5779 38082 16408
c23726 37884 -32984
c10502 37620 39592
c1052 37950 35560
c21394 37554 39088
c20624 37092 -48608
c39536 38412 34552
c29126 38280 3808
c33162 38214 16408
c33639 39270 7336
c6489 36564 3304
c19401 37950 49168
c7061 37752 28504
c26367 37752 -37520
c39191 37554 11368
c17715 37950 23968
c29217 38148 -49112
c7717 36894 -35000
c36084 37950 -19376
c35104 37092 -52640
c27700 36432 9856
c21239 37620 -728
c30756 38214 -51128
c6860 38016 -1736
c786 38016 -37520
c2030 37752 -4256
c12354 36894 56224
c44121 37488 29008
c36276 38148 -1736
c39816 37884 -4256
c16864 36894 46648
c18509 37554 -45584
c43638 36894 31024
c5847 38016 21448
c31689 37092 -9296
c7336 37026 38584
c3583 37422 38584
c41698 37884 1288
c9064 37356 24472
c43155 37950 -32480
c44310 38214 -2744
c39199 37950 26992
c33743 39204 -38528
c37943 37488 32032
c20150 37950 -28448
c10452 38610 25984
c31300 37488 -6272
c24955 39006 -40040
c11507 37950 15904
c14911 38148 -15848
c22165 37620 48664
c22174 37620 -224
c30858 38016 39592
c41680 37950 -16352
c21608 38082 -2240
c12988 38412 12376
c25193 37686 38584
c20002 37884 32032
c8088 37950 39088
c8237 37752 42616
c20836 37950 38584
c43062 38280 -4256
c10331 37818 280
c17069 38016 57736
c19862 39138 -38024
c2431 38214 -31472
c8382 38214 -40544
c10597 37290 -9800
c34562 39402 -38024
c25074 37950 -41048
c2127 38214 4312
c13265 38016 40096
c39230 38742 35056
c31297 37950 17920
c26675 38676 22960
c21044 38280 -3752
c25403 38214 38584
c5935 38280 40096
c22009 37884 -44072
c33269 38082 35560
c276 35640 -46088
c43034 36696 -44576
c16354 37752 48664
c38657 38082 280
c42064 38148 -37520
c24842 38808 22960
c42678 38016 -728
c35914 37488 -7784
c1526 37950 25480
c10468 37224 -9296
c183 38016 -48608
c39721 38214 23968
c3533 37488 24472
c33971 38346 -40544
c371 39600 -39032
c37192 38412 -728
c23969 38148 -224
c33288 38214 -2240
c40356 37884 -37016
c25020 38016 40600
c8408 37356 24976
c23453 38478 280
c42181 37950 6328
c7115 37884 48664
c4001 37488 -1232
c26463 39534 7336
c7426 38148 28504
c1105 38478 38584
c13937 37752 -1232
c40733 37884 5824
c27269 38280 39592
c24533 38148 -7784
c12640 38610 56728
c43358 37686 -43568
c20218 38412 41104
c9117 38412 -37016
c41050 38346 -8792
c30535 38808 -4256
c37393 38214 -28448
c38481 38742 6832
c9850 39138 -40040
c38921 37884 29008
c10251 38412 39592
c30927 38082 -35000
c30755 38214 55720
c6893 38544 27496
c19359 38082 -21896
c43728 37488 -51632
c3795 38544 34048
c25397 37818 -5768
c41602 37950 37576
c8427 37290 38080
c1473 38214 39088
c8359 38082 784
c16941 38148 32536
c20484 38082 20944
c33640 38544 -3752
c33190 38874 -2240
c5550 39072 -3248
c11647 38808 34552
c39662 37356 -7280
c43755 38214 56224
c3727 37092 44128
c37678 38412 -32984
c12050 38016 -1232
c16914 38676 -224
c40619 38676 3808
c34199 38610 23464
c43909 38676 40096
c29246 38808 -3752
c4213 38148 -1232
c25027 37488 -43064
c12233 38544 -8288
c28635 39864 22456
c44168 38214 -32480
c28084 38412 54712
c41256 38610 -40544
c42293 38214 38080
c14434 38544 39592
c39575 38478 33544
c5250 38478 23968
c27075 38346 17920
c40267 37884 -44576
c30193 37752 30520
c31936 37950 1792
c40903 38148 -51632
c13788 37950 -9800
c41483 38214 35560
c44408 38808 -1232
c9176 37290 -10304
c21113 38214 -5264
c4872 36234 45136
c41106 38214 13888
c26664 38082 -13328
c12151 38280 -43064
c42131 38016 47656
c35658 38346 49168
c21713 39072 34552
c23338 38610 -8792
c4375 38280 -9296
c44551 38346 39088
c42229 37158 50680
c42906 38940 40096
c24008 37290 31024
c35649 37884 41608
c40400 38940 -3752
c40011 36696 52192
c24089 38940 39592
c40201 39468 -39536
c27607 37752 24976
c35496 38940 -1232
c15826 38412 -49112
c5778 34848 -42560
c15704 38676 -8288
c5344 38016 33040
c17342 38808 -51632
c1742 38214 -41552
c34885 38742 33544
c8219 38280 -47600
c28242 38940 -8288
c2147 39204 -7784
c43211 37554 31024
c32954 38610 -33992
c32682 38280 -37520
c12702 39600 -39536
c10873 39006 39088
c14985 38280 -49616
c16430 39534 21952
c21174 37884 -53144
c11736 39402 -40040
c37617 39006 -2744
c39611 38280 29008
c20591 38214 -5768
c3756 38346 16408
c19811 37224 44632
c1028 39006 -40544
c32597 36960 45640
c14120 37620 45640
c9893 38148 2800
c24510 36036 -46592
c25689 39600 -8288
c43790 37950 11368
c40105 39534 -40040
c5621 37422 53200
c22926 38676 -49616
c30800 38346 -5264
c16315 37158 45136
c12750 39666 -40040
c40741 37026 51688
c14775 38016 48664
c9829 39468 -3248
c16929 38346 1288
c5625 38478 -31976
c42818 36300 -50624
c26171 38742 -48104
c5284 39336 34552
c18013 37224 16912
c7454 37818 48160
c3688 38148 24976
c911 39072 -44072
c11256 38940 3808
c12100 38346 20944
c11461 37026 50176
c42987 38412 33040
c40700 39600 -38528
c34058 38346 35560
c29084 39006 -36512
c15926 39864 -8288
c36570 38940 -49112
c33368 37818 -10304
c29115 38412 -7280
c40829 39072 -9296
c43714 37620 -33488
c34237 38478 -15344
c43708 38280 40600
c31617 36300 -46592
c33433 38412 32536
c3651 38412 -37520
c22798 38148 30520
c34007 38940 -32984
c11662 37950 -14840
c20530 38742 14896
c28616 38280 32032
c17217 38346 18928
c23252 38808 33040
c34915 39138 38080
c16423 38544 -47096
c15472 37224 -46592
c34850 36960 29512
c23049 38544 -52640
c3513 38874 -9800
c22742 37224 49672
c25361 39732 -3248
c35364 38544 24472
c24420 39138 33544
c25504 38742 -5768
c37151 38874 280
c13534 38940 24472
c43820 38478 18928
c10884 38412 -14336
c41094 39138 -51128
c14193 38544 -7280
c22129 38280 45640
c44047 36696 46144
c24405 38544 40600
c34879 39204 -3752
c41479 38610 28000
c22025 38676 -48608
c13023 38412 -1736
c176 36564 -10808
c35653 38676 32032
c7063 38874 -31976
c2382 39336 -224
c39427 37356 3304
c35857 37884 44632
c7097 37158 52696
c37582 39468 -49112
c7535 37950 45136
c4239 39468 -3752
c10675 39006 25480
c33411 38016 -6776
c1286 37356 46144
c39368 38874 -8792
c20691 39600 -49616
c16867 38082 48160
c23220 37356 31528
c44152 39336 -9296
c8108 38412 -4760
c25716 37488 31528
c7258 37554 -42056
c16727 38742 -15344
c9235 38346 52696
c25111 39600 -9296
c9738 38214 45136
c14070 38346 48160
